City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sept-Iles,CA,2021-04-08 23:01:05,50.2001,-66.3821,43.0,87,75,3.44
295,Valle De Allende,MX,2021-04-08 23:01:06,26.9333,-105.4,87.75,6,26,14.09
296,Sioux Lookout,CA,2021-04-08 22:56:17,50.1001,-91.917,35.6,93,90,9.22
297,Ust-Kuyga,RU,2021-04-08 23:01:06,70.0167,135.6,-2.22,98,95,3.44
298,Jumla,NP,2021-04-08 23:01:07,29.2747,82.1838,42.71,54,8,4.97
299,Benghazi,LY,2021-04-08 23:01:07,32.1167,20.0667,59.02,65,80,23.6
300,Mogadishu,SO,2021-04-08 23:00:47,2.0371,45.3438,81.36,73,82,6.96
301,Geraldton,AU,2021-04-08 23:00:45,-28.7667,114.6,69.8,56,98,16.11
302,Wahiawa,US,2021-04-08 23:01:08,21.5028,-158.0236,80.6,50,90,13.8
303,Cidreira,BR,2021-04-08 22:58:29,-30.1811,-50.2056,74.84,79,56,23.96
304,Meulaboh,ID,2021-04-08 23:00:38,4.1363,96.1285,76.06,90,86,4.41
305,Morristown,US,2021-04-08 23:01:08,36.214,-83.2949,73.4,43,75,11.5
306,Hantsport,CA,2021-04-08 23:01:09,45.0668,-64.1654,50.0,71,48,6.91
307,Kosa,RU,2021-04-08 23:01:09,59.9445,54.9977,36.05,94,100,12.53
308,Yar-Sale,RU,2021-04-08 23:01:10,66.8333,70.8333,31.35,82,100,13.58
309,Booue,GA,2021-04-08 23:01:10,-0.0921,11.9385,73.24,97,100,1.7
310,San Quintin,MX,2021-04-08 23:01:10,30.4833,-115.95,66.81,60,2,18.57
311,Quetta,PK,2021-04-08 23:01:11,30.199,67.0097,56.62,19,37,3.15
312,Karratha,AU,2021-04-08 23:01:11,-20.7377,116.8463,81.59,77,92,12.59
313,Lanigan,CA,2021-04-08 23:01:11,51.8501,-105.0344,60.8,23,95,18.41
314,Port-Gentil,GA,2021-04-08 22:57:10,-0.7193,8.7815,77.0,88,75,2.3
315,Camacha,PT,2021-04-08 22:57:34,33.0833,-16.3333,64.4,82,40,12.66
316,Poum,NC,2021-04-08 23:01:12,-20.2333,164.0167,76.91,90,100,12.37
317,Ibra,OM,2021-04-08 22:58:13,22.6906,58.5334,70.65,53,0,0.76
318,Lamu,KE,2021-04-08 23:01:13,-2.2717,40.902,82.4,78,20,11.07
319,Cockburn Town,TC,2021-04-08 23:01:13,21.4612,-71.1419,75.2,60,40,11.5
320,Pangnirtung,CA,2021-04-08 23:01:13,66.1451,-65.7125,24.8,80,90,12.66
321,Xuddur,SO,2021-04-08 23:01:14,4.1213,43.8894,75.11,75,44,14.65
322,Jalalabad,AF,2021-04-08 23:00:49,34.4265,70.4515,63.54,29,0,3.18
323,Awjilah,LY,2021-04-08 23:01:14,29.1081,21.2869,68.02,20,22,10.11
324,Puerto Cabello,VE,2021-04-08 23:01:15,10.4731,-68.0125,89.6,85,92,10.36
325,Bonavista,CA,2021-04-08 23:00:47,48.6499,-53.1147,41.0,93,75,2.3
326,Mar Del Plata,AR,2021-04-08 22:57:47,-38.0023,-57.5575,66.0,94,75,13.8
327,Labuan,MY,2021-04-08 22:58:41,5.2767,115.2417,77.0,94,20,5.95
328,Barra Do Garcas,BR,2021-04-08 23:01:16,-15.89,-52.2567,73.54,88,88,3.91
329,Beyneu,KZ,2021-04-08 23:01:17,45.3167,55.2,56.86,46,0,12.55
330,Gannan,CN,2021-04-08 23:01:17,47.9147,123.5031,41.61,29,99,7.18
331,Ouadda,CF,2021-04-08 23:01:18,8.0777,22.4007,70.86,73,94,4.27
332,Khislavichi,RU,2021-04-08 23:01:18,54.1871,32.1582,29.53,93,42,6.46
333,Bembibre,ES,2021-04-08 23:01:18,42.6177,-6.4155,54.0,99,66,1.99
334,Cherskiy,RU,2021-04-08 22:58:01,68.75,161.3,9.21,74,62,5.08
335,Emba,KZ,2021-04-08 23:01:19,48.8264,58.1442,41.79,84,2,8.63
336,Kanniyakumari,IN,2021-04-08 23:01:19,8.0833,77.5667,79.29,82,26,8.5
337,Yeniseysk,RU,2021-04-08 23:01:20,58.4497,92.1703,29.07,97,86,4.29
338,Lyuban,BY,2021-04-08 23:01:20,52.7985,28.0048,31.1,83,25,7.2
339,Kavaratti,IN,2021-04-08 22:59:47,10.5669,72.642,82.74,68,23,8.79
340,Huancavelica,PE,2021-04-08 22:59:15,-12.7667,-74.9833,41.16,87,97,3.6
341,Papara,BR,2021-04-08 23:01:21,-3.9839,-38.7273,84.2,70,0,12.66
342,Acapulco,MX,2021-04-08 22:53:50,16.8634,-99.8901,86.0,62,40,8.05
343,Mareeba,AU,2021-04-08 23:01:22,-17.0,145.4333,82.0,78,90,1.14
344,Miri,MY,2021-04-08 22:58:28,4.4148,114.0089,75.2,94,40,4.56
345,Bambanglipuro,ID,2021-04-08 23:01:22,-7.95,110.2833,75.88,88,99,4.88
346,Hay River,CA,2021-04-08 22:57:20,60.8156,-115.7999,15.8,62,100,8.05
347,Payakumbuh,ID,2021-04-08 23:01:23,-0.2202,100.6308,69.3,95,99,2.26
348,Sola,VU,2021-04-08 23:01:23,-13.8833,167.55,86.0,79,40,2.3
349,Moose Factory,CA,2021-04-08 22:58:59,51.2585,-80.6094,33.8,86,90,10.36
350,Hauterive,FR,2021-04-08 23:01:24,46.0901,3.4459,41.0,45,0,3.44
351,Nador,MA,2021-04-08 23:01:24,35.174,-2.9287,59.0,82,90,10.36
352,Zaysan,KZ,2021-04-08 22:59:42,47.4667,84.8667,42.21,74,7,3.51
353,La Mana,EC,2021-04-08 23:01:25,-0.9333,-79.2167,60.8,59,40,19.57
354,Cacoal,BR,2021-04-08 22:57:15,-11.4386,-61.4472,74.61,93,94,3.85
355,Amahai,ID,2021-04-08 23:01:26,-3.3333,128.9167,79.38,80,99,4.56
356,Discovery Bay,US,2021-04-08 23:01:26,37.9085,-121.6002,77.0,23,1,6.91
357,Mineiros,BR,2021-04-08 23:01:26,-17.5694,-52.5511,67.75,93,84,6.53
358,Chaiyaphum,TH,2021-04-08 23:01:27,15.75,102.0,81.07,61,87,6.44
359,Kieta,PG,2021-04-08 22:58:52,-6.2167,155.6333,80.74,87,100,11.97
360,Sungairaya,ID,2021-04-08 23:01:28,0.7,108.9,76.93,88,89,4.54
361,Arlit,NE,2021-04-08 22:58:26,18.7369,7.3853,84.02,6,31,10.51
362,Senanga,ZM,2021-04-08 23:01:29,-16.1167,23.2667,69.96,49,61,4.85
363,Qaqortoq,GL,2021-04-08 23:01:30,60.7167,-46.0333,35.6,69,75,3.44
364,Scottsbluff,US,2021-04-08 22:57:50,41.8666,-103.6672,71.6,12,1,13.8
365,Jinka,ET,2021-04-08 23:01:30,5.65,36.65,67.44,57,16,2.37
366,Petropavlovsk-Kamchatskiy,RU,2021-04-08 22:57:22,53.0452,158.6483,32.0,86,90,13.42
367,Brae,GB,2021-04-08 23:01:31,60.3964,-1.353,37.4,75,75,31.07
368,Bushehr,IR,2021-04-08 23:01:31,28.9684,50.8385,75.74,38,32,8.77
369,Eregli,TR,2021-04-08 23:01:32,37.5133,34.0467,49.23,37,55,2.17
370,Shache,CN,2021-04-08 23:01:32,38.4167,77.2406,48.24,57,89,4.45
371,Pangai,TO,2021-04-08 23:01:00,-19.8,-174.35,82.4,65,40,2.3
372,Talnakh,RU,2021-04-08 23:00:32,69.4865,88.3972,4.6,91,88,3.11
373,Phan Thiet,VN,2021-04-08 23:01:33,10.9333,108.1,76.41,84,88,3.69
374,Ghanzi,BW,2021-04-08 23:01:33,-21.5667,21.7833,66.02,40,0,6.69
375,Chicama,PE,2021-04-08 23:01:34,-7.8447,-79.1469,68.0,88,40,13.8
376,Quelimane,MZ,2021-04-08 23:01:32,-17.8786,36.8883,77.0,83,20,3.44
377,Taoudenni,ML,2021-04-08 23:01:34,22.6783,-3.9836,84.99,11,2,9.62
378,Ciudad Bolivar,VE,2021-04-08 23:01:35,8.1222,-63.5497,95.32,31,91,7.36
379,Margate,GB,2021-04-08 23:00:37,51.3813,1.3862,43.0,72,100,4.0
380,Trapani,IT,2021-04-08 23:01:35,37.8333,12.6667,48.2,81,0,6.91
381,Ambulu,ID,2021-04-08 23:00:49,-8.345,113.6058,75.76,84,100,3.31
382,Ekibastuz,KZ,2021-04-08 23:01:36,51.6667,75.3667,45.55,79,62,3.2
383,Artyom,AZ,2021-04-08 23:01:40,40.4723,50.333,53.6,87,0,11.5
384,Bara,NG,2021-04-08 23:01:40,10.3744,10.7288,83.95,15,82,1.32
385,Veraval,IN,2021-04-08 22:57:51,20.9,70.3667,77.9,74,0,11.77
386,Port Hardy,CA,2021-04-08 22:59:36,50.6996,-127.4199,44.6,75,75,9.22
387,Sayat,TM,2021-04-08 23:01:41,38.7839,63.8803,59.0,47,0,6.91
388,Myaundzha,RU,2021-04-08 23:01:42,63.0494,147.1858,4.93,95,98,3.56
389,Paamiut,GL,2021-04-08 23:01:29,61.994,-49.6678,33.6,75,100,18.34
390,Coahuayana,MX,2021-04-08 22:59:48,18.7333,-103.6833,84.2,37,75,6.04
391,Mount Gambier,AU,2021-04-08 22:58:13,-37.8333,140.7667,55.4,82,75,17.27
392,Caravelas,BR,2021-04-08 23:01:04,-17.7125,-39.2481,76.68,72,96,11.1
393,Tabou,CI,2021-04-08 23:01:09,4.423,-7.3528,78.84,87,15,3.06
394,Manta,EC,2021-04-08 23:01:44,-0.95,-80.7333,84.2,74,20,11.5
395,Bunia,CD,2021-04-08 23:01:44,1.5667,30.25,62.24,98,94,2.59
396,Menongue,AO,2021-04-08 23:01:45,-14.6585,17.691,67.15,60,73,4.45
397,Blagoyevo,RU,2021-04-08 23:01:45,63.3667,47.9167,37.4,86,100,15.35
398,Camana,PE,2021-04-08 23:00:54,-16.6228,-72.7111,69.87,84,82,7.02
399,Alberton,CA,2021-04-08 23:01:46,46.8168,-64.0654,37.4,87,84,12.66
400,Lagos,NG,2021-04-08 23:01:36,6.5833,3.75,84.2,84,40,2.3
401,Batagay-Alyta,RU,2021-04-08 22:59:36,67.8006,130.4114,2.73,93,100,4.52
402,Villa Alemana,CL,2021-04-08 23:01:46,-33.0422,-71.3733,64.4,52,0,9.22
403,Prince Rupert,CA,2021-04-08 23:00:24,54.3161,-130.3201,37.4,93,90,13.8
404,Bulgan,MN,2021-04-08 23:01:47,48.8125,103.5347,35.83,72,64,5.35
405,Lagunas,PE,2021-04-08 23:01:47,-5.2269,-75.6753,80.87,75,99,0.89
406,Luanda,AO,2021-04-08 23:00:13,-8.8368,13.2343,75.69,86,100,4.16
407,Northam,GB,2021-04-08 23:01:48,51.0333,-4.2167,43.0,90,100,8.01
408,Haines Junction,CA,2021-04-08 23:01:46,60.7522,-137.5108,21.2,73,100,2.3
409,Port Said,EG,2021-04-08 23:01:48,31.2565,32.2841,60.8,77,0,9.22
410,Saint-Pierre,RE,2021-04-08 23:01:49,-21.3393,55.4781,78.8,73,0,6.91
411,Isabela,PH,2021-04-08 23:01:49,6.7085,121.9711,80.24,80,75,3.96
412,Nouadhibou,MR,2021-04-08 22:58:36,20.931,-17.0347,66.2,72,0,16.11
413,Antofagasta,CL,2021-04-08 23:01:50,-23.65,-70.4,66.2,72,75,14.97
414,Sobolevo,RU,2021-04-08 23:01:50,54.4299,31.8996,29.26,91,41,6.2
415,Jackson,US,2021-04-08 22:58:52,42.4165,-122.8345,63.0,35,23,3.0
416,Cuiaba,BR,2021-04-08 22:59:40,-15.5961,-56.0967,77.0,94,40,3.44
417,Flin Flon,CA,2021-04-08 22:59:33,54.7682,-101.865,51.8,30,75,10.36
418,Namatanai,PG,2021-04-08 23:01:51,-3.6667,152.4333,79.12,83,100,9.13
419,Shubarshi,KZ,2021-04-08 23:01:51,48.5872,57.1869,44.02,81,7,9.17
420,Ust-Maya,RU,2021-04-08 23:01:52,60.4167,134.5333,21.43,86,94,8.03
421,Rio Grande,BR,2021-04-08 22:57:36,-32.035,-52.0986,75.0,86,100,3.0
422,Elko,US,2021-04-08 23:01:41,41.0002,-115.5012,61.0,18,59,25.99
423,Mandali,IQ,2021-04-08 23:01:52,33.7499,45.5541,80.6,21,99,8.16
424,Marang,MY,2021-04-08 23:01:53,5.2056,103.2059,75.2,94,20,1.14
425,Padang,ID,2021-04-08 22:59:27,-0.9492,100.3543,75.2,100,90,2.3
426,Topolovgrad,BG,2021-04-08 23:01:54,42.0833,26.3333,35.6,80,1,6.91
427,Zarya,RU,2021-04-08 23:01:54,55.7553,38.0958,35.01,93,40,6.71
428,Havoysund,NO,2021-04-08 23:01:54,70.9963,24.6622,24.8,86,20,4.61
429,Staritsa,RU,2021-04-08 23:01:55,56.5075,34.9354,29.44,91,100,5.82
430,Khomutovo,RU,2021-04-08 23:01:55,52.4658,104.4025,33.8,69,0,4.47
431,Saldanha,ZA,2021-04-08 22:58:07,-33.0117,17.9442,60.8,82,86,4.61
432,Phayuha Khiri,TH,2021-04-08 23:01:56,15.4553,100.1353,79.54,69,74,4.38
433,Burnie,AU,2021-04-08 23:01:56,-41.0667,145.9167,51.01,67,39,17.0
434,Buala,SB,2021-04-08 22:59:28,-8.145,159.5921,76.82,90,100,7.02
435,Chichimila,MX,2021-04-08 23:01:56,20.6167,-88.2167,89.94,43,45,7.76
436,Roebourne,AU,2021-04-08 23:01:57,-20.7833,117.1333,83.1,73,81,12.75
437,Hofn,IS,2021-04-08 22:58:45,64.2539,-15.2082,24.82,56,100,20.15
438,Yatou,CN,2021-04-08 23:01:58,37.15,122.3833,47.1,59,77,5.59
439,Bugiri,UG,2021-04-08 23:01:58,0.5714,33.7417,65.71,90,95,6.42
440,Ihosy,MG,2021-04-08 23:01:58,-22.4,46.1167,65.25,91,74,7.31
441,Macamic,CA,2021-04-08 23:01:59,48.7502,-78.9996,71.6,33,20,10.36
442,Kamina,CD,2021-04-08 23:01:59,-8.7386,24.9906,63.9,87,48,3.67
443,Kulhudhuffushi,MV,2021-04-08 23:01:59,6.6221,73.07,82.06,74,5,9.08
444,Sorong,ID,2021-04-08 23:02:00,-0.8833,131.25,78.87,85,100,13.22
445,Gondanglegi,ID,2021-04-08 23:02:00,-7.7479,112.0132,75.0,91,100,3.11
446,Kapoeta,SS,2021-04-08 23:02:01,4.7717,33.5903,84.97,36,54,5.26
447,Iberia,US,2021-04-08 23:02:01,29.9502,-91.7507,81.0,44,1,6.91
448,Marathon,US,2021-04-08 23:02:02,44.9,-89.7668,60.8,77,90,11.5
449,Witu,KE,2021-04-08 23:02:02,-2.3889,40.4382,82.4,78,20,10.09
450,Vitim,RU,2021-04-08 23:02:02,59.4511,112.5578,28.56,96,100,8.5
451,Clyde River,CA,2021-04-08 22:57:13,70.4692,-68.5914,12.2,92,90,36.82
452,Santa Cruz,BO,2021-04-08 23:02:03,-17.8,-63.1667,80.6,74,75,9.22
453,San Felipe,VE,2021-04-08 23:02:03,10.3399,-68.7425,73.53,96,100,4.72
454,Champerico,GT,2021-04-08 23:02:04,14.3,-91.9167,91.4,66,40,9.22
455,Toamasina,MG,2021-04-08 23:02:04,-18.1667,49.3833,75.2,94,40,9.22
456,Cam Ranh,VN,2021-04-08 23:02:05,11.9214,109.1591,78.8,78,40,4.61
457,Marsh Harbour,BS,2021-04-08 23:02:05,26.5412,-77.0636,71.67,55,40,8.84
458,Kollam,IN,2021-04-08 23:02:05,8.8833,76.6,82.4,83,20,2.3
459,Saint Anthony,US,2021-04-08 23:02:06,45.0205,-93.218,59.0,77,90,10.36
460,Burns Lake,CA,2021-04-08 23:00:16,54.2331,-125.7533,37.4,38,90,10.36
461,La Peca,PE,2021-04-08 23:02:06,-5.6111,-78.435,74.8,75,90,4.27
462,Gamba,GA,2021-04-08 23:02:07,-2.65,10.0,77.65,90,100,8.21
463,Lazaro Cardenas,MX,2021-04-08 23:02:07,17.9583,-102.2,82.02,53,0,11.27
464,Port Macquarie,AU,2021-04-08 22:58:09,-31.4333,152.9167,72.0,73,22,3.0
465,Airai,TL,2021-04-08 22:57:26,-8.9266,125.4092,62.51,88,91,1.36
466,Nantucket,US,2021-04-08 22:57:18,41.2835,-70.0995,46.4,87,90,16.11
467,Albi,FR,2021-04-08 23:02:08,43.9298,2.148,48.99,66,99,1.99
468,Richards Bay,ZA,2021-04-08 22:58:45,-28.783,32.0377,68.7,91,37,6.08
469,Aleksandrov Gay,RU,2021-04-08 23:02:09,50.147,48.5704,51.3,74,100,6.85
470,Kaoma,ZM,2021-04-08 23:01:48,-14.7833,24.8,59.32,74,36,5.82
471,Axim,GH,2021-04-08 23:02:09,4.8699,-2.2405,80.17,86,97,5.48
472,Saint-Francois,FR,2021-04-08 23:00:29,46.4154,3.9054,39.99,65,0,2.3
473,Kathu,TH,2021-04-08 23:02:10,7.9178,98.3332,84.99,94,20,1.14
474,Zaozerne,UA,2021-04-08 23:02:10,45.1582,33.2787,39.0,65,100,15.1
475,Cabedelo,BR,2021-04-08 23:02:11,-6.9811,-34.8339,78.8,89,0,6.91
476,Nalut,LY,2021-04-08 23:02:11,30.3333,10.85,62.2,51,20,17.38
477,Ternate,ID,2021-04-08 22:57:42,0.8,127.4,80.87,73,99,3.71
478,Zyryanka,RU,2021-04-08 23:02:11,65.75,150.85,10.58,90,100,12.66
479,Masumbwe,TZ,2021-04-08 23:02:12,-3.6333,32.1833,62.6,94,18,3.29
480,Birjand,IR,2021-04-08 22:59:35,32.8663,59.2211,51.8,20,0,6.91
481,Willowmore,ZA,2021-04-08 23:02:12,-33.2926,23.4895,61.81,68,3,3.69
482,Sur,OM,2021-04-08 22:58:27,22.5667,59.5289,79.54,47,0,11.05
483,Mehamn,NO,2021-04-08 23:02:13,71.0357,27.8492,26.58,76,83,5.17
484,Esil,KZ,2021-04-08 23:02:14,51.9556,66.4042,34.57,81,100,6.11
485,Massakory,TD,2021-04-08 23:02:15,12.996,15.7293,88.11,9,58,11.81
486,Ilhabela,BR,2021-04-08 23:02:16,-23.7781,-45.3581,74.7,79,43,13.04
487,Ostrovnoy,RU,2021-04-08 22:59:28,68.0531,39.5131,33.94,98,100,8.77
488,La Asuncion,VE,2021-04-08 23:02:01,11.0333,-63.8628,86.0,62,47,16.11
489,Viransehir,TR,2021-04-08 23:02:17,37.2353,39.7631,60.84,41,99,4.0
490,Darnah,LY,2021-04-08 23:02:17,32.767,22.6367,56.66,65,90,22.75
491,Ambon,ID,2021-04-08 23:02:18,-3.6954,128.1814,78.8,89,40,5.75
492,Farafangana,MG,2021-04-08 23:02:18,-22.8167,47.8333,72.81,83,54,4.56
493,Mount Pleasant,US,2021-04-08 23:02:18,32.7941,-79.8626,70.0,56,1,9.75
494,Pakokku,MM,2021-04-08 23:02:19,21.3333,95.1,81.99,53,1,2.35
495,Dingle,PH,2021-04-08 22:59:51,10.9995,122.6711,77.11,81,73,5.88
496,Isla Mujeres,MX,2021-04-08 23:02:19,21.2311,-86.731,82.4,69,75,14.97
497,Meiganga,CM,2021-04-08 23:02:20,6.5167,14.3,72.12,67,88,4.76
498,Huangzhai,CN,2021-04-08 23:02:20,38.0751,112.6595,44.6,70,95,2.24
499,Rokytnice Nad Jizerou,CZ,2021-04-08 23:02:20,50.7256,15.4336,28.99,88,83,3.04
500,Sorland,NO,2021-04-08 23:02:21,67.667,12.6934,31.77,50,32,5.35
501,Kasane,BW,2021-04-08 23:02:21,-17.8167,25.15,62.64,60,3,3.89
502,Ambilobe,MG,2021-04-08 23:02:22,-13.2,49.05,73.0,94,99,2.44
503,Sinop,TR,2021-04-08 22:59:35,41.7711,34.8709,35.56,98,100,6.2
504,Aksu,CN,2021-04-08 23:02:22,41.1231,80.2644,48.16,71,70,4.12
505,Serebryanyy Bor,RU,2021-04-08 23:02:22,56.8,124.8,20.98,93,97,5.57
506,Kibre Mengist,ET,2021-04-08 23:02:23,5.8833,38.9833,56.84,74,43,1.5
507,Te Anau,NZ,2021-04-08 22:58:43,-45.4167,167.7167,57.36,59,13,4.74
508,Malindi,KE,2021-04-08 23:02:23,-3.2175,40.1191,79.47,80,99,11.21
509,Anadyr,RU,2021-04-08 23:00:35,64.75,177.4833,-5.01,71,0,2.24
510,Codrington,AU,2021-04-08 23:02:24,-38.2667,141.9667,57.83,66,100,13.6
511,Palmer,US,2021-04-08 23:02:24,42.1584,-72.3287,69.8,32,40,5.75
512,Mocsa,HU,2021-04-08 23:02:25,47.67,18.185,35.01,80,0,2.66
513,Kapit,MY,2021-04-08 23:02:25,2.0167,112.9333,73.08,99,100,0.54
514,Palizada,MX,2021-04-08 23:02:26,18.25,-92.0833,89.6,58,20,12.66
515,Midland,US,2021-04-08 23:00:02,31.9974,-102.0779,91.99,5,1,5.75
516,Sturgis,US,2021-04-08 23:02:26,41.7992,-85.4192,64.4,82,90,13.8
517,Tres Arroyos,AR,2021-04-08 23:02:27,-38.3739,-60.2798,61.16,96,85,6.13
518,Monrovia,LR,2021-04-08 23:02:27,6.3005,-10.7969,78.8,94,20,6.29
519,Lidkoping,SE,2021-04-08 23:02:27,58.5052,13.1577,36.0,100,75,18.41
520,Natal,BR,2021-04-08 23:02:28,-5.795,-35.2094,82.4,69,20,11.5
521,Tacoronte,ES,2021-04-08 23:02:28,28.4769,-16.4102,69.01,94,0,9.22
522,Pahrump,US,2021-04-08 23:00:39,36.2083,-115.9839,84.0,4,34,10.0
523,Kloulklubed,PW,2021-04-08 22:57:27,7.0419,134.2556,82.4,83,75,4.61
524,Tocache,PE,2021-04-08 23:02:29,-8.1842,-76.5125,74.68,93,100,1.32
525,Miles City,US,2021-04-08 23:02:29,46.4083,-105.8406,57.2,38,40,37.98
526,Madison,US,2021-04-08 22:57:40,34.7334,-86.5667,78.8,36,1,17.27
527,Sherlovaya Gora,RU,2021-04-08 23:02:30,50.5667,116.25,39.22,35,99,4.74
528,Idrinskoye,RU,2021-04-08 23:02:30,54.3708,92.1358,31.46,90,99,5.14
529,Oxford,GB,2021-04-08 23:00:53,51.7522,-1.256,44.6,81,75,11.5
530,Leningradskiy,RU,2021-04-08 22:58:07,69.3833,178.4167,-5.62,84,19,0.65
531,Wattegama,LK,2021-04-08 23:02:31,6.7989,81.4808,71.91,93,9,0.69
532,Nishihara,JP,2021-04-08 23:02:31,26.1842,127.7558,69.8,72,75,5.75
533,Rongcheng,CN,2021-04-08 23:02:32,30.634,117.8517,49.35,88,5,3.44
534,Kropotkin,RU,2021-04-08 23:02:32,45.4375,40.5756,44.01,79,100,14.7
535,Okhotsk,RU,2021-04-08 23:02:33,59.3833,143.3,13.46,79,13,14.5
536,Topeka,US,2021-04-08 23:02:28,39.0483,-95.678,62.6,59,1,4.61
537,Enshi,CN,2021-04-08 23:02:33,30.3,109.4833,53.2,91,98,0.56
538,Taixing,CN,2021-04-08 23:02:34,32.1667,120.0136,46.22,64,0,3.89
539,Llanes,ES,2021-04-08 23:02:34,43.4198,-4.7549,55.0,61,96,1.54
540,Kassala,SD,2021-04-08 23:02:34,15.451,36.4,89.91,29,23,4.97
541,Grindavik,IS,2021-04-08 22:57:58,63.8424,-22.4338,23.0,58,40,20.71
542,Isangel,VU,2021-04-08 22:57:16,-19.55,169.2667,86.0,70,75,11.5
543,Caranavi,BO,2021-04-08 23:02:35,-15.8167,-67.55,66.99,97,79,2.21
544,Vanavara,RU,2021-04-08 22:57:13,60.34,102.2797,9.7,91,11,6.58
545,Yarada,IN,2021-04-08 23:02:36,17.65,83.2667,80.6,89,40,3.44
546,Raudeberg,NO,2021-04-08 23:02:36,61.9875,5.1352,37.99,87,100,22.06
547,Hambantota,LK,2021-04-08 23:02:36,6.1241,81.1185,77.2,82,22,5.7
548,Savannah Bight,HN,2021-04-08 23:02:37,16.45,-85.85,86.0,70,20,5.75
549,Phangnga,TH,2021-04-08 23:02:37,8.4509,98.5298,77.0,94,20,1.14
